genre,channel,sender,date,message
speedrunning,#gamej06,jseng93,1497898961063,smashburger is amazing too
speedrunning,#gamej06,j15y9rkp,1497898961169,??????
variety,#totalbiscuit,fluffyabsol,1497898961778,At least no dogs would die this time.
chill,#enviosity,hibernationed,1497898962493,WHy are they banging?
speedrunning,#gamej06,mike667788,1497898962671,in and out scarcity makes in and out more desired
speedrunning,#gamej06,j15y9rkp,1497898962900,WHAT?!
speedrunning,#gamej06,jseng93,1497898964184,lol i like burgers
speedrunning,#gamej06,terryxmasters,1497898964689,xD
chill,#enviosity,baschlarb,1497898965080,its the real baschlarb @gbguy
speedrunning,#gamej06,jukerrr,1497898965431,that hit
variety,#totalbiscuit,marinealver,1497898966854,Is the the Cove or the Weild?
speedrunning,#gamej06,ivanzypher_,1497898967264,HERRO HITBOXES??
variety,#totalbiscuit,notthatant,1497898967531,press left
variety,#totalbiscuit,ash32121,1497898968946,walk back ?
speedrunning,#gamej06,djgamer1983,1497898969505,5 guys and in and out are both very good
chill,#enviosity,neko_zume,1497898970641,real people DansGame
chill,#shenryyr,xanthar42,1497898972527,@shenryyr would getting your fleets in the sea tiles right around Honshu make any difference?
variety,#totalbiscuit,phoenyxzypher,1497898972672,walk forward!!!!!!!!!!
speedrunning,#gamej06,j15y9rkp,1497898972870,What is that hitbox?
variety,#totalbiscuit,lord_ned,1497898974217,you just have to walk backwards
variety,#totalbiscuit,ash32121,1497898974906,lol the moonwalk
chill,#enviosity,lysolpionex,1497898975399,it was amazon
variety,#totalbiscuit,phoenyxzypher,1497898976504,nvm
variety,#totalbiscuit,filipmagnus,1497898977395,Left does the trick
speedrunning,#gamej06,therealkanten,1497898978440,the only Smashburger in my town closed a few months ago WutFace
chill,#enviosity,l_steph_l,1497898980717,that happens to me sometimes
variety,#totalbiscuit,dadeste,1497898981626,uh
chill,#enviosity,jaylang11,1497898981714,ups are like ninjas
speedrunning,#gamej06,cutelittleoshawott,1497898981998,how does that even work?
chill,#enviosity,somepizza,1497898982706,It's definitely Owen
variety,#totalbiscuit,dascrooge,1497898983555,he is bleeding
chill,#enviosity,jimi_live,1497898984448,EnviSpooked
chill,#enviosity,hibernationed,1497898986850,@Enviosity they were a dwarf
chill,#enviosity,thenewpure,1497898987852,Probably amazon
variety,#totalbiscuit,dead_camper,1497898988384,Here's a cup of tea cheer100
chill,#shenryyr,squirrrelarmy,1497898988694,How much research to develop The ShenChair? all nations immediately banned from chat and wither in limbo
chill,#enviosity,gbguy,1497898989003,YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻 YOU JUST LET A GHOST INTO YOUR HOUSE ENVIOSITY 👻
chill,#enviosity,scrtt,1497899404363,wut
speedrunning,#gamej06,cutelittleoshawott,1497898989314,like how did that hit you
chill,#enviosity,jimsharpe1985,1497898989734,someone casing your home?
variety,#totalbiscuit,lonerarchon,1497898990299,when you take blood you bleed
chill,#enviosity,zippityzoot,1497898990458,A ghost aurLurk
variety,#totalbiscuit,wanderingursa,1497898991580,had a bleed effect on it.
chill,#enviosity,gamecenterxds,1497898993167,envi you drank too much cough syrup
chill,#enviosity,jaylang11,1497898994185,Enviosity y not install a camera ?
chill,#enviosity,l_steph_l,1497898994213,just put something in front of the door
speedrunning,#gamej06,cbgaf,1497898995226,"@GameJ06 next time you're in LA, find a Fatburger. Trust me"
variety,#totalbiscuit,halanaestra,1497898995606,crock gave Crendor bleed
variety,#totalbiscuit,dascrooge,1497898996049,the croc did a blood letting
variety,#totalbiscuit,rosaphim,1497898996612,He was wounded by the croc
speedrunning,#gamej06,terryxmasters,1497898997737,BigJon can't talk about food and stay focused at the same time :P
speedrunning,#gamej06,moobot,1497898997832,Check out all the new stuff coming soon with Twitch Affiliate Program! https://blog.twitch.tv/and-now-something-for-our-non-partnered-streamers-53a36a863bca
speedrunning,#gamej06,oneangrymonkey,1497898998442,FINALLY. An In n Out truther
chill,#shenryyr,cinnamongamer65,1497898999609,@termedd if you really need the manpower then in most cases it's probably better to go to service by requirement or more. But then again you're playing as a minor so you might be making too many divisions.
speedrunning,#gamej06,oneangrymonkey,1497899000120,Amen
speedrunning,#gamej06,piman01,1497899003548,PogChamp
chill,#shenryyr,xanthar42,1497899004200,"More focused, would be a better way of putting it"
chill,#enviosity,somepizza,1497899006478,"it was John Cena, you just couldn't see him Kappa"
variety,#totalbiscuit,schattenmensch,1497899006990,@TotalBiscuit he was still bleeding from the alligator
speedrunning,#gamej06,therealkanten,1497899013394,Smashburger's fries were unfairly good
variety,#totalbiscuit,dadeste,1497899014679,he was bleeding
chill,#shenryyr,l4r5man,1497899015021,I somewhat don't remember this from history class. hmmmm
speedrunning,#gamej06,captainteo,1497899015611,Juicy hair.
speedrunning,#gamej06,niteshade7,1497899017822,In and out is better than McDonald's but is a different class than five guys
chill,#shenryyr,katinjegat,1497899019624,"no nukes are needed. Good job, Shen. This way anime will never be created"
chill,#enviosity,jaylang11,1497899021184,i have cameras all around my house
variety,#totalbiscuit,rosaphim,1497899022083,"Tic-toc-tic-toc, here comes the croc"
speedrunning,#gamej06,djgamer1983,1497899023415,smash burger is very good
variety,#totalbiscuit,wanderingursa,1497899023638,"No, it had a bleed effect from the boss encounter."
speedrunning,#gamej06,tinostar11,1497899025712,Maybe it was sitting there for a while and it dried up
variety,#totalbiscuit,dascrooge,1497899026935,"no, the croc was it"
variety,#totalbiscuit,luvonna,1497899027207,He had a bleed effect on him.
speedrunning,#gamej06,jseng93,1497899029319,looked like tentacle porn
speedrunning,#gamej06,hafkie,1497899029474,In n Out is good but the way some people talk about it its like cmon. It aint that good.
chill,#enviosity,wtfdennisbro,1497899029568,gg!
chill,#shenryyr,hichel_gwerzher,1497899029827,So this was the new deal with the american people? Kappa
chill,#enviosity,thenewpure,1497899030917,GEE GEE
chill,#enviosity,xxicayxx,1497899032558,gg
variety,#totalbiscuit,lonerarchon,1497899033771,no my mistake the croc bleed him
chill,#shenryyr,makostrifex,1497899033813,Is it worth it to strategic bomb? Doesn't that give you a lot of warscore?
chill,#enviosity,somepizza,1497899037067,PogChamp PogChamp PogChamp PogChamp PogChamp
variety,#totalbiscuit,ash32121,1497899037335,The frame drop
chill,#enviosity,neko_zume,1497899037549,PogChamp PogChamp
chill,#enviosity,zippityzoot,1497899037562,aurGG
chill,#enviosity,nwc90er,1497899038699,PogChamp
chill,#enviosity,lysolpionex,1497899038937,true ending!
variety,#totalbiscuit,straga,1497899041089,dropping FRAMES
chill,#shenryyr,mrsmith1701,1497899042082,"Quickly, save ALL the anime!"
chill,#enviosity,thenewpure,1497899045847,GEU GEU
speedrunning,#gamej06,therealkanten,1497899046341,"living in the Midwest is suffering, no good unique chains here"
speedrunning,#gamej06,radiosurgery,1497899047402,In-n-Out is mad salty
chill,#enviosity,dunnhill3rd,1497899048556,Gg
variety,#totalbiscuit,lapugenero,1497899049022,stream is stuterring
chill,#shenryyr,dalek_in_the_night,1497899054407,cigar inspection in Japan SeemsGood
speedrunning,#gamej06,hafkie,1497899054901,uh midwest has Culvers
speedrunning,#gamej06,radiosurgery,1497899056534,Not impressed by In-n-Out
speedrunning,#gamej06,mmmcreams,1497899057468,FIVE GUY IS DA BEST
speedrunning,#gamej06,hafkie,1497899057841,Culvers is god tier
variety,#totalbiscuit,asumoru,1497899059100,Is this new area available immediately in a fresh run or is it later game content?
chill,#enviosity,dunnhill3rd,1497899060254,You good at this game.
speedrunning,#gamej06,tinostar11,1497899060361,You like Burgers with Cheese in them?
variety,#totalbiscuit,schattenmensch,1497899062302,Blood for the Bloodcrendor!
chill,#enviosity,jaylang11,1497899064448,yeah
variety,#totalbiscuit,lord_ned,1497899065029,is there a limit to the buff you get from the blood?
chill,#shenryyr,grinbringer,1497899065618,"MAKOstrifeX , it gives no score, it lowers unity and destroys buildings"
speedrunning,#gamej06,inferno3044,1497899066511,which place are we talking about?
variety,#totalbiscuit,ash32121,1497899067909,stream is dying lol
speedrunning,#gamej06,mmmcreams,1497899070115,CULVERS IS ALSO GREAT
variety,#totalbiscuit,wanderingursa,1497899071866,Harriers for the cup!
speedrunning,#gamej06,captainteo,1497899072232,It's all the silica gel that they put in their burgers.
chill,#shenryyr,cinnamongamer65,1497899073477,"Strategic bombing in most cases is very helpful because you can destroy infrastructure, factories, forts, etc."
chill,#enviosity,shotgunninja,1497899077843,sup @Enviosity sorry I'm late enviLate
speedrunning,#gamej06,jseng93,1497899077856,mmmmm culvers
chill,#enviosity,bobsthename2015,1497899078597,im pretty sure people that break in dont knock @enviosity DansGame
speedrunning,#gamej06,tagrineth,1497899079181,"Culvers is fantastic, we have a couple in south florida"
variety,#totalbiscuit,theslikbandit,1497899080445,oh dear
speedrunning,#gamej06,therealkanten,1497899081127,"Culvers is pretty good, I sometimes forget about it :\ I've been incapacitated for most of the past seven months"
chill,#enviosity,baschlarb,1497899081796,"I welcome intruders because they might like to PARTY , hey and guess what? baschlarb likes to party as well"
speedrunning,#gamej06,captainteo,1497899086343,Burgy.
chill,#shenryyr,aristidebancevu,1497899088844,#blame Hirohito
chill,#shenryyr,shen_chair_bot,1497899089227,FeelsBadMan Hirohito has been blamed 1 times for this Bullcrap
speedrunning,#gamej06,piman01,1497899091710,my experience with in and out was pretty good. though I don't remember the juicyness level exactly
chill,#shenryyr,imgran,1497899093449,Great big sushi pocket
speedrunning,#gamej06,therealkanten,1497899093452,I could really go for some cheese curds right now
variety,#totalbiscuit,wanderingursa,1497899094412,"If anyone gets the reference, then you are awesome."
variety,#totalbiscuit,jamesj1978,1497899094562,Blood for the blood god
variety,#totalbiscuit,moobot,1497899094580,"Check out TotalBiscuit's official partner, http://chrono.gg/tb for a great discount on a different game every day. Login daily to earn Chrono Coins which can be redeemed for FREE games!"
speedrunning,#gamej06,tagrineth,1497899094821,in n out is... disappointing. i agree with big jon. i'd rather have 5 guys every time
speedrunning,#gamej06,waynesworld_,1497899095142,Try fat burgers i had that in vegas
variety,#totalbiscuit,fluffyabsol,1497899096032,I'd hire that butler. He seems to be a reasonable fella.
speedrunning,#gamej06,foosfam,1497899097581,McDonald's Patty Hype!!! cheer100
variety,#totalbiscuit,luvonna,1497899098395,asumoru TB got it after two runs.
speedrunning,#gamej06,waynesworld_,1497899099274,Real juicy
speedrunning,#gamej06,mindfirepsion,1497899100376,McDonalds has the worst burgers.
speedrunning,#gamej06,jseng93,1497899102162,did you get it animal style?
chill,#enviosity,jaylang11,1497899103125,sound is desynced?
chill,#enviosity,rustyhelicopter,1497899103427,yes they do
variety,#totalbiscuit,straga,1497899103686,more dropped frames
chill,#enviosity,neko_zume,1497899103933,envi tell us where you live we will come and help you Kappa
chill,#enviosity,bonkolviewbot24,1497899105754,@BoBsThEnAmE2015 then can checking if someone is inside
speedrunning,#gamej06,tinostar11,1497899106035,Drier than Phoenix Heat
speedrunning,#gamej06,radiosurgery,1497899106656,"There's a place up here in Seattle that the name of it is getting censored, but that's the truth"
speedrunning,#gamej06,sek1ghara,1497899107276,elevation burger isn't to bad
variety,#totalbiscuit,newwillinium,1497899107586,Why does the Mosquito Butler have such an cute sprite?
variety,#totalbiscuit,moobot,1497899107923,"This stream has been running for 1h 44m 21s. If you missed any of the stream, subscribers have unlimited instant access to all past VoDs"
chill,#enviosity,angiiieworld,1497899109408,they do knock
speedrunning,#gamej06,videogames380,1497899109411,5 guys is expensive tho
variety,#totalbiscuit,notthatant,1497899112546,"@wanderingursa, Harriers actually came runner-up that year iirc."
chill,#enviosity,rustyhelicopter,1497899114328,they check to see if people are home before they rob you lmfao
speedrunning,#gamej06,captainteo,1497899115191,Is animal style just raw?
speedrunning,#gamej06,keyboredcowboy,1497899121217,"better to overcook it, in their minds, than to risk food poisoning with poor ingredients"
chill,#enviosity,shotgunninja,1497899121981,Just always have the place decorated for a party so if anyone tries to break in you just throw them a party
speedrunning,#gamej06,videogames380,1497899122190,tbh I prefer shake shack
chill,#enviosity,angiiieworld,1497899122961,if they wanna make sure you're not home
variety,#totalbiscuit,dascrooge,1497899125099,the game seems to stress the just in the wrong moment
chill,#enviosity,danielfilip,1497899125317,Hello Envi & chat!
variety,#totalbiscuit,spoiled_de,1497899126391,"oh, so it is not just me with the frames. good to know"
chill,#enviosity,jaylang11,1497899127312,it might just be me...
chill,#enviosity,blurkies,1497899130822,in sync
chill,#enviosity,sparkydb3,1497899131210,no
speedrunning,#gamej06,radiosurgery,1497899131585,Preach BigJ
chill,#enviosity,baschlarb,1497899131716,no
speedrunning,#gamej06,waynesworld_,1497899136974,Shake shack is good too
speedrunning,#gamej06,alimorel,1497899137663,"You want a burger, not a beef rock."
chill,#enviosity,fir3man_tv,1497899137739,no
chill,#enviosity,omnipotententity,1497899137934,sync in
chill,#enviosity,shotgunninja,1497899138115,It's synced for me
chill,#enviosity,hibernationed,1497899138570,I had to refresh to resync
speedrunning,#gamej06,supermariofanofficial,1497899139225,rip me
variety,#totalbiscuit,fluffyabsol,1497899141514,For science!
chill,#enviosity,jimsharpe1985,1497899141587,synced
chill,#enviosity,tarrogg,1497899142384,Envi did you finally miss a day?
speedrunning,#gamej06,therealkanten,1497899142428,"I guess we also have Steak n Shake in the Midwest, I forgot how far they've expanded though"
variety,#totalbiscuit,straga,1497899143069,365 dropped frames so far
speedrunning,#gamej06,radiosurgery,1497899143882,You better season that danged meat and not cover it up with sauces
chill,#enviosity,mikegronstal,1497899144871,PERFECTLY SYNCED
chill,#enviosity,acidraind3,1497899145057,ITS PERFECT
speedrunning,#gamej06,selkie11,1497899145358,Taking a bite of a piece of a Mcdonalds burger without all the other stuff is awful.
